grupo,ano,fecha_de_la_primera_nota_que_refiere_al_hallazgo,estado,cve_ente,ciudad_o_localidad,municipio,cve_muni,sitio_de_hallazgo,latitud,longitud,numero_de_fosas,numero_de_cuerpos,masculino,femenino,restos_si_1_no_0,total_restos,osamentas,total_de_cuerpos_y_osamentas,personas_identificadas,pdfs,vinculo_al_archivo_de_internet,nombre_del_medio,vinculo_web_al_medio_digital,averiguacion_previa_estatus_ap_ci,personas_consignadas,delitos_por_los_que_fueron_consignados,estado_procesal,observaciones,fosas_altas,cuerpos_altos,restos_altos
grupo_uno,2011,18/03/11,Jalisco,14,El Pihuamo,Pihuamo,65,na,na,na,1,4,2,2,0,0,0,4,1,"fosa cuerpos 2006-12 (15) págs 245, 254, 256, 257 ,258, 261, 263, 265; fosas clandestinas 2006-2012 (39) págs 115, 120, 125, 137, 138, 103",http://www.razon.com.mx/spip.php?article69250  ;  http://www.eluniversal.com.mx/estados/79868.html  ;  http://impreso.milenio.com/node/8929408  ;  http://www.periodicoelsur.com/noticias_tuxpan.aspx?idnoticia=56980,El Universal; La Crónica; Reforma; La Razón de México; La Prensa; Excelsior; El Sol de México; Ovaciones; Unomásuno; Diario Regional de Zapotlán; Milenio; Público,na,na,na,na,na,La cifra puede aumentar a 4 fosas y 5 cuerpos,4,5,0
grupo_uno,2011,01/06/11,Jalisco,14,na,Tamazula de Gordiano,85,"Cerca del Predio ""Las pilas""",na,na,2,5,5,0,0,0,0,5,na,"fosa cuerpos 2006-12 (9) págs 217, 218; fosas clandestinas 2006-2012 (19) págs 86, 92, 101, 102, 116; fosa ejecutado 2006-12 (1) pág 140",http://www.jornada.unam.mx/texto/018n2pol.htm  ;  http://impreso.milenio.com/node/8968321  ;  http://www.informador.com.mx/jalisco/2011/296623/6/en-fosas-clandestinas-de-tamazula-hallan-cinco-cuerpos.htm  ;  http://www.lajornadajalisco.com.mx/2011/06/01/index.php?section=politica&amp;article=008n3pol,La Jornada; Público; Mural; Milenio; El Informador,na,na,na,na,na,na,2,5,0
grupo_uno,2011,03/03/11,Estado de México,15,Comunidad Miraflores,Tlalmanalco,103,"Hacienda ""El Moral"" y Hacienda de ""Tlapacoyá""",na,na,1,11,6,na,0,0,0,11,6,"fosas clandestinas 2006-2012 (40) págs 16, 20, 28, 32; fosas clandestinas 2006-2012 (39) págs 69, 113, 114, 209, 212, 215, 220,  221, 226; fosas clandestinas 2006-2012 (12) págs 9, 12; fosa cuerpos 2006-12 (15) págs 301, 318; fosa cuerpos 2006-12 (7) pág 96; fosas clandestinas 2006-2012 (11) pág 9; fosa cuerpos 2006-12 (16) págs 11, 40",http://www.jornada.unam.mx/2011/03/03/estados/038n4est  ;  http://www.eluniversal.com.mx/edomex/4514.html  ;  http://www.novedadescampeche.com.mx/index.php/nacional/37-nacional/7732--sube-a-nueve-los-cuerpos-hallados-en-fosas  ;  http://www.razon.com.mx/spip.php?article94394&tipo=especial,El Gráfico; La Jornada; Milenio; Unomásuno; Novedades Campeche; El Universal; Excelsior; Impacto; Imagen; Ovaciones; La Prensa; El Sol de México; La Razón de México,na,na,na,na,na,"Las notas refieren al municipio de Tlalmanalco, otras a chalco. La zona de hallazgos es dentro de la zona de los volcanes. La cifra puede aumentar 2 fosas y 19 cuerpos",2,19,0
grupo_uno,2011,28/08/11,Estado de México,15,San Francisco Tlalcilalcalpan,Almoloya de Juárez,5,"Calle La Joya, en el Barrio Santa Cruz de los Patos",na,na,1,5,2,na,0,0,0,5,na,"fosas clandestianas 2006-2012 (13) págs 82, 85; fosa cuerpos 2006-12 (7) págs 96, 156, 164, 168; fosa ejecutado 2006-12 (1) pág 100; fosas comunes 2006-12 (3) pág 91; masacre fosa (2) pág 282",na,Milenio; Impacto; Excelsior; Unomásuno; El Sol de Zamora,na,na,na,na,na,Las notas refieren entre los límites de Almoloya de Juárez y Zinacantepec,1,5,0
grupo_uno,2011,31/05/11,Michoacán de Ocampo,16,na,Tacámbaro,82,Rancho los bravo,na,na,1,3,2,na,0,0,0,3,na,"fosa cuerpos 2006-12 (10) pág 12; fosa cuerpos 2006-12 (9) pág 217, 218, 221, 224; fosa ejecutado 2006-12 (1) pág 140; fosas clandestinas 2006-2012 (19) págs 92, 102",http://www.quadratin.com.mx/Noticias/Justicia/Hallan-4-cadaveres-en-fosa-clandestina   ;  http://www.jornada.unam.mx/texto/018n2pol.htm  ;  http://impreso.milenio.com/node/8968321  ;  http://www.quadratin.com.mx/Noticias/Justicia/Una-mujer-entre-los-cadaveres-de-fosa-en-Tacambaro  ;,Quadratin; La Jornada; Público; Milenio,na,na,na,na,na,La cifra puede aumentar a 4 cuerpos,1,4,0
grupo_uno,2011,23/04/11,Morelos,17,na,Xochitepec,28,Ejido Pueblo Real del Puente,na,na,1,2,2,0,0,0,0,2,na,"fosa cuerpos 2006-12 (13) págs 51, 52, 56",na,Milenio; El Universal; Unomásuno,na,na,na,na,na,El caso no queda claro si es en el municipio de Xochitepec o Emiliano Zapata,1,2,0
grupo_uno,2011,24/04/11,Nuevo León,19,na,Cadereyta Jiménez,9,"En una brecha de la carretera San Mateo-Cadereyta, a la altura del KM 6, cercana a la planta de bombeo no. 4 de agua y drenaje",na,na,1,3,3,0,0,0,0,3,na,"fosa cuerpos 2006-12 (13) págs 12, 14, 16, 21, 24, 25, 27; masacre fosa 2006-2012 (1) pág 401; fosas clandestinas 2006-2012 (27)",http://www.cronica.com.mx/nota.php?id_nota=574457   ;   http://impreso.milenio.com/node/8948507,Mural; La Crónica; Impacto; Milenio; Unomásuno; La Prensa; Reforma; Impacto;,na,na,na,na,na,"La cifra puede aumentar a 2 fosas con 5 cuerpos, de los cuales 3 serían identificados. La cifra baja se registró con 2 cuerpos en el informe",2,5,0
grupo_uno,2011,27/07/11,Nuevo León,19,na,Juárez,31,"A 2km de la carretera libre a Reynosa, en una brecha denominada ""antiguo camino a palos altos"", la cual conduce al ejido ""La escondida""",na,na,1,18,1,na,0,0,0,18,na,"fosas clandestinas 2006-2012 (14) págs 194, 199, 201, 205, 219, 221; fosa cuerpos 2006-12 (8) págs 54, 110",http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=756468    ;    http://www.cronica.com.mx/nota.php?id_nota=594835    ;    http://www.oem.com.mx/eloccidental/notas/n2164508.htm,Milenio; La Prensa; El Occidental; La Crónica; El Sol de Morelia,na,na,na,na,na,"En el informe se tomó como un caso de 3 cuerpos, puede aumentar a 4 fosas y 3 masculinos identificados",4,18,0
grupo_uno,2011,07/06/11,Nuevo León,19,na,Juárez,31,En un Predio propiedad de Servicios de Agua y Drenaje,na,na,1,6,na,na,0,0,0,6,na,"fosas clandestinas 2006-2012 (18) págs 180, 182, 184, 191, 198",na,Excelsior; Unomásuno; La Jornada; El Universal; Reforma,na,na,na,na,na,No se había incluido enel informe,1,6,0
grupo_uno,2011,11/05/11,Nuevo León,19,Comunidad La Cebadilla,Linares,33,"Rancho San Miguel, en el Ejido ""La Cebadilla""",na,na,4,6,0,0,0,0,0,6,na,"fosas clandestinas 2006-2012 (22) págs 53, 62, 71",http://sdpnoticias.com/nota/68080/Encuentran_fosas_clandestinas_en_Linares_Nuevo_Leon    ;    http://www.cronica.com.mx/notas/2011/577967.html,Jalisco SDP; La Crónica; El Universal,na,na,na,na,na,La cifra puede aumentar a 4 fosas y 6 cuerpos,4,7,0
grupo_uno,2011,18/04/11,Nuevo León,19,na,Santa Catarina,48,"Ejido ""La Colorada"", cerca del KM 2.1 que conduce al Principal Cañon de la Huasteca",na,na,5,2,na,na,1,na,0,2,na,"fosas clandestinas 2006-2012 (29) pág 167; fosas clandestinas 2006-2012 (28) pág 27, 72",http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=730860   ;       http://impreso.milenio.com/node/8947653,La Opinión; Milenio; Excelsior,na,na,na,na,na,na,5,2,0
grupo_uno,2011,06/06/11,San Luis Potosí,24,na,San Ciro de Acosta,27,"Cerca de los límites con Río Verde, en unas milpas",na,na,1,4,4,na,0,0,0,4,na,"fosa cuerpos 2006-12 (9) págs 164, 165, 169, 172; fosas clandestinas 2006-2018 (18) págs 184, 191, 198",http://www.pulsoslp.com.mx/Noticias.aspx?Nota=23068,Pulso; San Luis Hoy; La Jornda; Reforma; El Universal,na,na,na,na,na,Puede subir a 2 fosas,2,4,0
grupo_uno,2011,13/04/11,Sinaloa,25,Bachomobampo,Ahomé,1,Inmediaciones del Ejido México,na,na,2,12,na,2,0,0,0,12,na,"fosas clandestinas 2006-2012 (35) págs 11, 12, 13, 13, 59",na,La Razón de México; El Universal; La Jornada,na,na,na,na,na,"Se modifica la cifra. En informe se reportan 10 en número bajo, pero se limpió",2,12,0
grupo_uno,2011,21/10/11,Sinaloa,25,na,Mazatlán,12,"En el Poblado ""La Amapa"", Sindicatura de Villa Unión",na,na,1,3,na,na,0,0,0,3,na,"fosas clandestinas 2006-2012 (10) págs 57, 59, 61",na,Mural; El Norte; El Universal,na,na,na,na,na,na,1,3,0
grupo_uno,2011,13/04/11,Sonora,26,na,Nogales,43,Colonia Luis Donaldo Colosio,na,na,2,2,2,0,0,0,0,2,na,"fosas clandestinas 2006-2012 (32) pág 43, 248;  fosas clandestinas 2006-2012 (35) pág 14, 114",na,Reforma; El Universal; El Vigía; San Luis Hoy,na,na,na,na,na,La cifra puede aumentar a 2 fosa y 4 cuerpos,2,4,0
grupo_uno,2011,13/04/11,Sonora,26,na,Nogales,43,"Calle Paseo con Bosco Final, Colonia las torres",na,na,1,3,na,na,0,0,0,3,NA,"fosas clandestinas 2006-2012 (32) pág 43; fosas clandestinas 2006-2012 (35) pág 14, 59, 114",na,Reforma; La Jornada; El universal; El Vigia; San Luis Hoy,na,na,na,na,na,na,1,3,0
grupo_uno,2011,07/04/11,Tamaulipas,28,na,San Fernando,35,Ejido La Joya,na,na,40,173,na,na,0,0,0,173,na,fosa cuerpos 2006-12 (15); fosa cuerpos 2006-12 (12); fosa cuerpos 2006-12 (14); fosa cuerpos 2006-12 (13); Fosas clandestinas 2006-2012 (24); fosas clandestinas 2006-2012 (25); fosas clandestinas 2006-2012 (27); Fosas clandestinas 2006-2012 (28); fosas clandestinas 2006-2012 (30); fosas clandestinas 2006-2012 (32); fosas clandestinas 2006-2012 (35); fosas clandestinas 2006-2012 (36); fosas clandestinas 2006-2012 (39); fosas comunes 2006-12 (4); masacre fosas 2006-2012 (1),http://www.reforma.com/edicionimpresa/notas/20110423/nacional/1272953.htm     http://www.milenio.com/node/700582    http://www.sanluishoy.com.mx/Sucesos/Nota.asp?Id=15  http://gentedelbalsas.mx/index.php?option=com_k2&amp;view=item&amp;id=1033:hallan-10-cuerpos-m%C3%A1s-en-fosa  http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=729451  http://www.reforma.com/edicionimpresa/notas/20110409/nacional/1269292.htm  http://www.periodicosintesis.com.mx/noticias/87998/Hallan-13-cuerpos-mas-en-nuevas-fosas-en   http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=728313   http://www.terra.com.mx/noticias/articulo/1084737/Mexico+hallan+59+cadaveres+en+zona+fronteriza+donde+operan+Los   http://ejecentral.com.mx/noticias/articulo/34912  http://www.tamaulipasenlinea.com/newsmanager/templates/nota.aspx?articleid=48997&amp;zoneid=1   http://www.jornada.unam.mx/texto/012n1pol.htmç   http://www.valleycentral.com/telerio/story.aspx?id=602119   http://www.razon.com.mx/spip.php?article74255  http://www.elmanana.com/diario/noticia/tamaulipas/noticias/hay_mas_fosas;_van_177_cuerpos/1121153   http://www.milenio.com/node/700582  http://www.novedadescampeche.com.mx/index.php/nacional/37-nacional/8745--rescatan-a-68-personas-plagiadas-en-tamaulipas-La  http://www.sanluishoy.com.mx/Sucesos/Nota.asp?Id=15   http://www.unomasuno.com.mx/index.php?option=com_content&amp;view=article&amp;id=13581:se-eleva-a-145-el-numero   http://www.tamaulipasenlinea.com/newsmanager/templates/nota.aspx?articleid=49091&amp;zoneid=1   http://www.cronica.com.mx/nota.php?id_nota=572222   http://www.enlineadirecta.info/nota.php?art_ID=151662&amp;titulo=Tamaulipas_es_noticia_a_nivel_mundial.html   http://www.eluniversal.com.mx/nacion/184691.html   http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=728902   http://www.oem.com.mx/elsoldesanjuandelrio/notas/n2036550.htm   http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=735965   http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=738291   http://www.terra.com.mx/noticias/articulo/1116187/Destapan+fosas+disputas+del+narco+en+Durango.htm?ref=1  http://www.elmanana.com/diario/noticia/tamaulipas/noticias/falta_vigilancia_en_san_fernando/1130981   http://ejecentral.com.mx/noticias/articulo/36427  http://www.eluniversal.com.mx/nacion/185163.html   http://www.reforma.com/libre/online07/edicionimpresa/default.shtm?seccion=primera   http://www.elsiglodetorreon.com.mx/noticia/622012.entrega-pgr-tres-cuerpos-por-fosas.html   http://www.eluniversal.com.mx/nacion/186361.html   http://www.terra.com.mx/noticias/articulo/1147178/Detienen+a+El+Erasmo+ligado+a+masacre+en+San+Fernando.htm   http://www.excelsior.com.mx/2011/07/17/nacional/753638   http://www.reforma.com/nacional/articulo/614/1226976/   http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=773385   http://www.jornada.unam.mx/2011/10/02/politica/009n3pol   http://correo-gto.com.mx/notas.asp?id=247382   http://www.excelsior.com.mx/index.php?m=nota&amp;seccion=seccion-nacional&amp;cat=1&amp;id_nota=854862   http://www.debate.com.mx/eldebate/noticias/default.asp?IdArt=12633951&amp;IdCat=12303,24 horas; Cambio de Michoacán; Novedades de Campeche; La Opinión; La Crónica; Diario de México: Eje Central; El Economista; El Financiero; El Gráfico; El Mañana de Reynosa; El Mural; El Norte; El Nuevo Mexicano; El Pulso; El Reforma; El Semanario; El Siglo de Torreón; El Sol de México; El Sol de Puebla; El Sol de San Juán del Río; El Universal; Excelsior; Correo; El Regional Buen Día; Imagen; Impacto; La Jornada; La Prensa; La Razón de México; La Voz de Michoacán; Metro; Diario ABC Michoacán; Gente del Balsas; La Opinión de Apatzingan; Provincia; Milenio; Notimex; Ovaciones; Proceso; Periódico Síntesis; Récord; Ocho Columnas; San Luís Hoy; El Debate; Tamaulipas en Línea; Terra; Unomásuno,na,na,na,na,na,La cifra puede aumentar a 47 fosas y 197 cuerpos,47,197,0
grupo_uno,2011,18/08/11,Veracruz de Ignacio de la Llave,30,na,La Antigua,16,Carretera Libre Cardel-México,na,na,1,4,4,0,0,0,0,4,4,"fosas clandestinas 2006-2012 (14) Págs 15, 19, 20; fosas clandestinas 2006-2012 (30) págs  122, 299; fosas clanestianas 2006-2012 (11) pág 152",http://www.terra.com.mx/noticias/articulo/1185232/Capturan+a+cinco+personas+por+desaparicion+de+marinos.htm    ;   http://www.excelsior.com.mx/index.php?m=nota&amp;id_nota=761952  ;  http://www.laverdaddiario.com/index.php/nacional/2198-Caen-por-desaparicin-marinos.html   ;   http://www.jornada.unam.mx/2011/08/19/politica/018n1pol,La Jornada; La Verdad Diario; Excelsior; Terra,na,na,na,na,na,La cifra puede aumentar a 4 fosas,4,4,0
grupo_uno,2011,18/10/11,Zacatecas,32,na,Calera,5,En el predio las negritas,na,na,14,0,1,na,1,2000,0,0,3,"fosa cuerpos 2006-12 (5) pág 135; fosas clandestinas 2006-2012 (2) págs 31, 50",http://www.periodicocorreo.com.mx/comunidades/9826-%E2%80%9Czacatecas-tiene-un-pendiente-con-familiares-de-cazad   ;   http://www.cronica.com.mx/nota.php?id_nota=699236  ;  http://www.sdpnoticias.com/estados/2012/10/17/identifican-perfil-genetico-de-33-personas-en-fosas-clandestinas-de-zacatecas,Correo; La Crónica; Jalisco SDP,na,na,na,na,na,La cifra puede aumentar a 43 000 restos,14,0,43000
grupo_uno,2012,01/07/12,Chihuahua,08,na,Guachochi,27,"En  una zona boscosa de Laguna de Aboreachi, en el lugar conocido como ""mesa de Cichochi""",na,na,1,3,3,0,0,0,0,3,na,"fosa cuerpos 2006-12 (1) págs 239, 240; fosas clandestinas 2006-2012 (3) pág 168",na,El Diario; El Sol de México; Excelsior,na,na,na,na,na,na,1,3,0
grupo_uno,2012,24/08/12,Chihuahua,08,Porfirio Parra,Guadalupe,28,En una casa,na,na,1,1,1,0,0,0,0,1,na,"fosa cuerpos 2006-12 (1) págs 32, 41, 43, 48, 49",http://eldiariodechihuahua.mx/notas.php?f=2012/08/24&amp;id=4eefd51b40e785a4bd3e116a06de32ec,Excelsior; El Universal; El Diario de Chihuahua,na,na,na,na,na,La cifra puede aumentar a 2 cuerpos,1,2,0
grupo_uno,2012,27/08/12,Chihuahua,08,na,Guerrero,31,En el KM 16 del camino que conduce de Tomochi a Cocachi,na,na,1,2,na,na,0,0,0,2,na,"fosa cuerpos 2006-12 (1) pág 32; fosas clandestinas 2006-2012 (2) págs 197, 198, 199",http://www.excelsior.com.mx/index.php?m=nota&amp;seccion=seccion-nacional&amp;cat=1&amp;id_nota=855701,Excelsior; Milenio,na,na,na,na,na,La cifra puede aumentar a 3 cuerpos,1,3,0
grupo_uno,2012,27/11/12,Chihuahua,08,na,Juárez,37,"Ejido de Jesús Carranza, en un lugar denominado como ""la coladera""",na,na,15,20,20,0,0,0,0,20,na,"fosas clandestinas 2006-2012 (1) págs 17, 125, 178, 182, 183, 192, 195, 197 203, 205, 207",http://www.cronica.com.mx/nota.php?id_nota=710544,La Jornanda; El Univesal; La Crónica; El Diario; Ovaciones; El Sol de México; La Razón de México; Reforma; La Prensa; Unomásuno,na,na,na,na,na,na,15,20,0
grupo_uno,2012,13/08/12,Chihuahua,08,na,San Francisco de Conchos,58,"En un predio ubicado en la parte posterior de la negociación denominada ""Las cabañas del viejo pescador"" y los balnearios conocidos como ""los filtos de enmedio""",na,na,1,3,na,na,0,0,0,3,na,"fosa cuerpos 2006-12 (1) págs 106, 118; fosas clandestinas 2006-2012 (2) pág 292",http://www.ljz.mx/index.php?option=com_content&amp;view=article&amp;id=25953:matan-a-14-en-jornada-violenta-en-chi,El Norte; La Jornada; El Diario,na,na,na,na,na,La cifra puede aumentar a 3 fosas y 7 cuerpos,3,7,0
grupo_uno,2012,19/10/12,Ciudad de M�xico,09,Parres,Tlalpan,12,En un paraje de Parres,na,na,1,2,2,0,0,0,0,2,na,"fosas clandestinas 2006-2012 (1) págs 19, 24, 361, 363, 368, 370, 371, 382, 384, 393, 405; fosas clandestinas 2006-2012 (2) pág 14",http://www.24-horas.mx/van-cuatro-cuerpos-recuperados-en-fosas-de-tlalpan/    ;    http://www.lacronica.com/EdicionEnLinea/Notas/Nacional/23102012/632825.aspx    ;     http://www.cronica.com.mx/nota.php?id_nota=700076,La Crónica; El Universal; El Sol de México; 24 horas; Metro; Milenio; Reforma; Ovaciones; Excelsior; Unomásuno,na,na,na,na,na,La cifra puede aumentar a 2 fosas y 4 cuerpos del sexo masculino,2,4,0
grupo_uno,2012,28/02/12,Durango,10,na,Durango,5,Colonia Morga,na,na,0,40,na,na,0,0,0,40,NA,"fosa cuerpos 2006-12 (3) págs 87, 95, 97, 100, 101,  105, 108, 128, 132, 138, 140, 142, 144, 150; fosas clandestinas 2006-2012 (1) págs 336, 341, 388; fosas clandestinas 2006-2012 (2) pág 204; fosas comunes 2006-12 (1) págs 252, 256; fosa cuerpos 2006-12 (2) págs 279, 280; fosa cuerpos 2006-12 (1) págs 191, 199, 201, 203, 205, 206, 208, 195; fosas clandestinas 2006-2012 (3) págs 87, 94, 95, 96, 97, 99",http://www.debate.com.mx/eldebate/noticias/default.asp?IdArt=12633951&amp;IdCat=12304     http://www.excelsior.com.mx/index.php?m=nota&amp;seccion=seccion-nacional&amp;cat=1&amp;id_nota=854862         http://www.cronica.com.mx/notas/2012/645675.html#      http://www.elsur.mx/noticia/33881/hallan-otros-5-cuerpos-en-fosa-de-dgo-suman-a-340-cadaveres     http://www.cronica.com.mx/notas/2012/676635.html   http://www.jornada.unam.mx/2012/07/17/politica/012n2pol   http://ljz.mx/index.php?option=com_content&amp;view=article&amp;id=14842:informa-fiscalia-sobre-50-cuerpos-mas-en-fosas   http://www.oem.com.mx/elsoldesanjuandelrio/notas/n2447384.html,La Jornada; 24 horas; La Razón de México; La Prensa; Ovaciones; El Gráfico; El Universal; Reforma; El Debate; Milenio; Excelsior; Imagen; La Crónica; El Día; El Economista; El Norte; El Porvenir; El Sol de México; El Sur de Campeche; Impacto; El Sol de Zamora; El Sol de San Juán del Río; Unomásuno,na,na,na,na,na,"La cifra puede aumentar a 49 cuerpos. No se suma fosa ya que es el mismo sitio de los hallazgos de 2011, pero con más cuerpos de personas exhumadas",0,49,0
grupo_uno,2012,28/03/12,Guerrero,12,na,Acapulco de Juárez,1,"En un paraje cercano al Poblado de ""La venta"", Colonia la mica",na,na,1,3,na,na,0,0,0,3,na,"fosas clandestinas 2006-2012 (5) págs 12, 15; fosa ejecutado 2006-12 (1) pág 45; fosa cuerpos 2006-12 (2) pág 222",http://www.jornada.unam.mx/2012/03/28/politica/011n1pol      http://archivo.eluniversal.com.mx/estados/85097.html,La Jornada; El Universal; La Voz,na,na,na,na,na,na,1,3,0
grupo_uno,2012,29/11/12,Guerrero,12,na,Acapulco de Juárez,1,"En la Colonia Santa Cecilia, en el Parque ""El Veladero""",na,na,2,4,na,na,0,0,0,4,na,"fosas clandestinas 2006-2012 (1) págs 76, 77, 101, 119, 125, 128, 137, 143",na,Imagen; La Jornada; Milenio; El Universal; La Prensa; Excelsior; La Crónica,na,na,na,na,na,La cifra puede aumentar a 4 fosas y 9 cuerpos de los cuales 7 serían masculinos y 2 femeninos,4,9,0
grupo_uno,2012,15/09/12,Guerrero,12,na,Acapulco de Juárez,1,"Entre las colonias Icacos y Costa Azul, en el punto conocido como ""Piedra del chivo""",na,na,12,24,22,2,0,0,0,24,na,"fosas clandestinas 2006-2012 (2) pág 126; fosas clandestinas 2006-2012 (1) págs 137, 296, 360, 373, 384",http://www.vanguardia.com.mx/exhumanaseisdefosasclandestinasenacapulco-1373868.html        http://elsemanario.com.mx/categorias/estados/nota/42/20086/24-cuerpos-en-fosas-de-acapulco,Vanguardia; La Jornada; Unomásuno; Reforma; El Semanario; Milenio,na,na,na,na,na,La cifra puede aumentar a 34 cuerpos,12,34,0
grupo_uno,2012,29/01/12,Jalisco,14,na,Ejutla,34,En Rancho La Estancia,na,na,1,7,7,0,0,0,0,7,na,"fosas clandestinas 2006-2012 (7) págs 57, 61, 67,  86, 98; fosa cuerpos 2006-12 (3) págs 278, 281, 283, 288; fosa cuerpos (4) págs 9, 15",http://www.oem.com.mx/elsoldemorelia/notas/n2405309.htm,El Diario de Juárez; Milenio; El Sol de Morelia; La Jornada; Publimetro; Excelsior; Crónica,na,na,na,na,na,La cifra puede aumentar a 3 fosas,3,7,0
grupo_uno,2012,24/06/12,Jalisco,14,na,San Sebastián del Oeste,80,"A 500 metros de una construcción de adobe en un rancho llamado ""Palmillas de Macedo""",na,na,1,3,na,na,0,0,0,3,na,"fosas clandestinas 2006-2012 (3) págs 189, 192, 198, 201",na,Excelsior; Milenio; Unomásuno; La Crónica,na,na,na,na,na,La cifra puede aumentar a 3 fosas,3,3,0
